iteration,step_size
0,0.1
1,0.095
2,0.09025
3,0.0857375
4,0.081450625
5,0.07737809374999999
6,0.07350918906249998
7,0.06983372960937498
8,0.06634204312890622
9,0.0630249409724609
10,0.05987369392383787
11,0.05688000922764597
12,0.05403600876626367
13,0.051334208327950485
14,0.04876749791155296
15,0.046329123015975304
16,0.04401266686517654
17,0.04181203352191771
18,0.039721431845821824
19,0.03773536025353073
20,0.03584859224085419
21,0.03405616262881148
22,0.0323533544973709
23,0.03073568677250236
24,0.02919890243387724
25,0.027738957312183378
26,0.026352009446574204
27,0.025034408974245494
28,0.023782688525533217
29,0.022593554099256556
30,0.02146387639429373
31,0.02039068257457904
32,0.019371148445850087
33,0.018402591023557582
34,0.017482461472379703
35,0.016608338398760716
36,0.01577792147882268
37,0.014989025404881546
38,0.014239574134637467
39,0.013527595427905593
40,0.012851215656510312
41,0.012208654873684797
42,0.011598222130000557
43,0.011018311023500529
44,0.010467395472325502
45,0.009944025698709225
46,0.009446824413773765
47,0.008974483193085076
48,0.00852575903343082
49,0.00809947108175928
50,0.007694497527671315
51,0.007309772651287749
52,0.006944284018723362
53,0.0065970698177871935
54,0.006267216326897833
55,0.005953855510552941
56,0.005656162735025293
57,0.005373354598274029
58,0.005104686868360327
59,0.004849452524942311
60,0.004606979898695194
61,0.004376630903760435
62,0.004157799358572413
63,0.003949909390643792
64,0.003752413921111602
65,0.003564793225056022
66,0.0033865535638032207
67,0.0032172258856130592
68,0.0030563645913324064
69,0.002903546361765786
70,0.0027583690436774966
71,0.0026204505914936217
72,0.0024894280619189406
73,0.0023649566588229936
74,0.0022467088258818434
75,0.002134373384587751
76,0.0020276547153583635
77,0.0019262719795904452
78,0.001829958380610923
79,0.0017384604615803768
80,0.001651537438501358
81,0.00156896056657629
82,0.0014905125382474755
83,0.0014159869113351015
84,0.0013451875657683465
85,0.001277928187479929
86,0.0012140317781059325
87,0.0011533301892006358
88,0.001095663679740604
89,0.0010408804957535737
90,0.000988836470965895
91,0.0009393946474176001
92,0.0008924249150467202
93,0.0008478036692943841
94,0.0008054134858296649
95,0.0007651428115381816
96,0.0007268856709612725
97,0.0006905413874132089
98,0.0006560143180425484
99,0.0006232136021404209
100,0.0005920529220333997
101,0.0005624502759317298
102,0.0005343277621351433
103,0.0005076113740283861
104,0.00048223080532696673
105,0.0004581192650606184
106,0.00043521330180758743
107,0.00041345263671720806
108,0.0003927800048813476
109,0.00037314100463728026
110,0.00035448395440541624
111,0.0003367597566851454
112,0.0003199217688508881
113,0.0003039256804083437
114,0.0002887293963879265
115,0.00027429292656853016
116,0.00026057828024010366
117,0.0002475493662280985
118,0.00023517189791669353
119,0.0002234133030208588
120,0.00021224263786981585
121,0.00020163050597632508
122,0.0001915489806775088
123,0.00018197153164363337
124,0.00017287295506145168
125,0.00016422930730837908
126,0.00015601784194296014
127,0.00014821694984581212
128,0.0001408061023535215
129,0.00013376579723584542
130,0.00012707750737405313
131,0.00012072363200535048
132,0.00011468745040508295
133,0.0001089530778848288
134,0.00010350542399058736
135,9.833015279105799e-05
136,9.341364515150508e-05
137,8.874296289392982e-05
138,8.430581474923332e-05
139,8.009052401177165e-05
140,7.608599781118307e-05
141,7.228169792062392e-05
142,6.866761302459272e-05
143,6.523423237336307e-05
144,6.197252075469492e-05
145,5.8873894716960165e-05
146,5.593019998111216e-05
147,5.313368998205655e-05
148,5.0477005482953716e-05
149,4.795315520880603e-05
150,4.555549744836572e-05
151,4.327772257594744e-05
152,4.1113836447150066e-05
153,3.905814462479256e-05
154,3.710523739355293e-05
155,3.524997552387528e-05
156,3.3487476747681514e-05
157,3.181310291029744e-05
158,3.0222447764782564e-05
159,2.8711325376543437e-05
160,2.7275759107716264e-05
161,2.5911971152330445e-05
162,2.4616372594713925e-05
163,2.3385553964978226e-05
164,2.2216276266729317e-05
165,2.110546245339285e-05
166,2.0050189330723204e-05
167,1.9047679864187045e-05
168,1.809529587097769e-05
169,1.7190531077428805e-05
170,1.6331004523557364e-05
171,1.5514454297379498e-05
172,1.4738731582510519e-05
173,1.4001795003384993e-05
174,1.3301705253215743e-05
175,1.2636619990554954e-05
176,1.2004788991027206e-05
177,1.1404549541475845e-05
178,1.0834322064402054e-05
179,1.029260596118195e-05
180,9.777975663122852e-06
181,9.28907687996671e-06
182,8.824623035968373e-06
183,8.383391884169954e-06
184,7.964222289961456e-06
185,7.566011175463383e-06
186,7.187710616690214e-06
187,6.828325085855702e-06
188,6.486908831562916e-06
189,6.16256338998477e-06
190,5.854435220485532e-06
191,5.5617134594612554e-06
192,5.283627786488193e-06
193,5.0194463971637825e-06
194,4.768474077305593e-06
195,4.5300503734403135e-06
196,4.3035478547682975e-06
197,4.088370462029883e-06
198,3.883951938928388e-06
199,3.6897543419819688e-06
200,3.5052666248828703e-06
201,3.330003293638726e-06
202,3.1635031289567896e-06
203,3.00532797250895e-06
204,2.8550615738835026e-06
205,2.712308495189327e-06
206,2.5766930704298606e-06
207,2.4478584169083673e-06
208,2.325465496062949e-06
209,2.2091922212598015e-06
210,2.0987326101968113e-06
211,1.9937959796869706e-06
212,1.894106180702622e-06
213,1.799400871667491e-06
214,1.7094308280841162e-06
215,1.6239592866799103e-06
216,1.5427613223459147e-06
217,1.465623256228619e-06
218,1.392342093417188e-06
219,1.3227249887463284e-06
220,1.256588739309012e-06
221,1.1937593023435613e-06
222,1.1340713372263833e-06
223,1.077367770365064e-06
224,1.0234993818468106e-06
225,9.7232441275447e-07
226,9.237081921167467e-07
227,8.775227825109093e-07
228,8.336466433853638e-07
229,7.919643112160955e-07
230,7.523660956552907e-07
231,7.147477908725261e-07
232,6.790104013288998e-07
233,6.450598812624549e-07
234,6.12806887199332e-07
235,5.821665428393654e-07
236,5.53058215697397e-07
237,5.254053049125272e-07
238,4.991350396669009e-07
239,4.7417828768355576e-07
240,4.50469373299378e-07
241,4.279459046344091e-07
242,4.065486094026886e-07
243,3.8622117893255417e-07
244,3.669101199859264e-07
245,3.4856461398663006e-07
246,3.311363832872986e-07
247,3.145795641229336e-07
248,2.988505859167869e-07
249,2.8390805662094757e-07
250,2.6971265378990014e-07
251,2.5622702110040517e-07
252,2.434156700453849e-07
253,2.312448865431156e-07
254,2.1968264221595983e-07
255,2.0869851010516184e-07
256,1.982635845999037e-07
257,1.8835040536990853e-07
258,1.789328851014131e-07
259,1.6998624084634242e-07
260,1.614869288040253e-07
261,1.5341258236382404e-07
262,1.4574195324563283e-07
263,1.3845485558335118e-07
264,1.315321128041836e-07
265,1.2495550716397442e-07
266,1.187077318057757e-07
267,1.127723452154869e-07
268,1.0713372795471255e-07
269,1.0177704155697692e-07
270,9.668818947912806e-08
271,9.185378000517167e-08
272,8.726109100491308e-08
273,8.289803645466742e-08
274,7.875313463193404e-08
275,7.481547790033735e-08
276,7.107470400532047e-08
277,6.752096880505443e-08
278,6.414492036480172e-08
279,6.093767434656163e-08
280,5.7890790629233544e-08
281,5.499625109777186e-08
282,5.2246438542883266e-08
283,4.963411661573911e-08
284,4.7152410784952145e-08
285,4.4794790245704536e-08
286,4.255505073341931e-08
287,4.042729819674834e-08
288,3.840593328691092e-08
289,3.6485636622565375e-08
290,3.46613547914371e-08
291,3.292828705186525e-08
292,3.128187269927198e-08
293,2.9717779064308383e-08
294,2.823189011109296e-08
295,2.682029560553831e-08
296,2.5479280825261397e-08
297,2.4205316783998322e-08
298,2.2995050944798408e-08
299,2.1845298397558488e-08
