epoch,learning_rate
0,0.01
1,0.009994871985837378
2,0.00998974660132768
3,0.009984623845122416
4,0.009979503715873791
5,0.009974386212234697
6,0.009969271332858716
7,0.009964159076400123
8,0.009959049441513882
9,0.009953942426855648
10,0.009948838031081762
11,0.00994373625284926
12,0.00993863709081586
13,0.009933540543639973
14,0.009928446609980697
15,0.009923355288497812
16,0.009918266577851798
17,0.009913180476703807
18,0.00990809698371569
19,0.009903016097549977
20,0.009897937816869885
21,0.009892862140339319
22,0.009887789066622864
23,0.009882718594385798
24,0.009877650722294075
25,0.00987258544901434
26,0.009867522773213913
27,0.009862462693560808
28,0.009857405208723717
29,0.009852350317372012
30,0.009847298018175752
31,0.009842248309805674
32,0.0098372011909332
33,0.009832156660230433
34,0.009827114716370154
35,0.009822075358025827
36,0.009817038583871597
37,0.009812004392582285
38,0.009806972782833398
39,0.009801943753301115
40,0.009796917302662298
41,0.009791893429594488
42,0.009786872132775903
43,0.009781853410885437
44,0.009776837262602665
45,0.009771823686607837
46,0.00976681268158188
47,0.009761804246206394
48,0.009756798379163666
49,0.009751795079136646
50,0.009746794344808964
51,0.009741796174864929
52,0.009736800567989519
53,0.009731807522868391
54,0.009726817038187872
55,0.009721829112634965
56,0.009716843744897346
57,0.009711860933663363
58,0.009706880677622038
59,0.009701902975463065
60,0.009696927825876807
61,0.009691955227554304
62,0.009686985179187264
63,0.009682017679468065
64,0.009677052727089757
65,0.009672090320746061
66,0.009667130459131364
67,0.00966217314094073
68,0.009657218364869885
69,0.009652266129615224
70,0.009647316433873817
71,0.009642369276343397
72,0.009637424655722364
73,0.009632482570709788
74,0.009627543020005406
75,0.009622606002309622
76,0.009617671516323503
77,0.009612739560748786
78,0.009607810134287874
79,0.009602883235643832
80,0.009597958863520393
81,0.009593037016621953
82,0.009588117693653572
83,0.009583200893320976
84,0.009578286614330555
85,0.00957337485538936
86,0.009568465615205107
87,0.009563558892486173
88,0.009558654685941598
89,0.009553752994281085
90,0.009548853816214998
91,0.009543957150454361
92,0.00953906299571086
93,0.009534171350696846
94,0.009529282214125322
95,0.009524395584709956
96,0.009519511461165073
97,0.009514629842205661
98,0.009509750726547368
99,0.009504874112906493
