epoch,learning_rate
0,0.01
1,0.0070710678118654745
2,0.005773502691896258
3,0.005
4,0.004472135954999579
5,0.004082482904638631
6,0.003779644730092272
7,0.0035355339059327372
8,0.0033333333333333335
9,0.0031622776601683794
10,0.0030151134457776364
11,0.002886751345948129
12,0.002773500981126146
13,0.002672612419124244
14,0.0025819888974716113
15,0.0025
16,0.00242535625036333
17,0.0023570226039551587
18,0.0022941573387056176
19,0.0022360679774997894
20,0.002182178902359924
21,0.0021320071635561044
22,0.002085144140570748
23,0.0020412414523193153
24,0.002
25,0.0019611613513818406
26,0.0019245008972987524
27,0.001889822365046136
28,0.0018569533817705188
29,0.0018257418583505537
30,0.0017960530202677492
31,0.0017677669529663686
32,0.0017407765595569785
33,0.0017149858514250882
34,0.0016903085094570332
35,0.0016666666666666668
36,0.001643989873053573
37,0.0016222142113076256
38,0.0016012815380508714
39,0.0015811388300841897
40,0.0015617376188860608
41,0.0015430334996209192
42,0.0015249857033260467
43,0.0015075567228888182
44,0.0014907119849998597
45,0.0014744195615489714
46,0.0014586499149789457
47,0.0014433756729740645
48,0.0014285714285714286
49,0.001414213562373095
50,0.0014002800840280097
51,0.001386750490563073
52,0.0013736056394868903
53,0.0013608276348795435
54,0.0013483997249264842
55,0.001336306209562122
56,0.0013245323570650438
57,0.0013130643285972255
58,0.0013018891098082388
59,0.0012909944487358056
60,0.0012803687993289598
61,0.001270001270001905
62,0.001259881576697424
63,0.00125
64,0.0012403473458920847
65,0.0012309149097933273
66,0.0012216944435630521
67,0.001212678125181665
68,0.001203858530857692
69,0.0011952286093343937
70,0.0011867816581938532
71,0.0011785113019775794
72,0.0011704114719613059
73,0.0011624763874381928
74,0.0011547005383792514
75,0.0011470786693528088
76,0.0011396057645963794
77,0.0011322770341445957
78,0.001125087900926024
79,0.0011180339887498947
80,0.0011111111111111111
81,0.0011043152607484654
82,0.0010976425998969034
83,0.001091089451179962
84,0.001084652289093281
85,0.001078327732034384
86,0.0010721125348377948
87,0.0010660035817780522
88,0.0010599978800063601
89,0.0010540925533894599
90,0.0010482848367219183
91,0.001042572070285374
92,0.0010369516947304252
93,0.0010314212462587933
94,0.0010259783520851543
95,0.0010206207261596577
96,0.001015346165133619
97,0.0010101525445522107
98,0.0010050378152592122
99,0.001
