iteration,loss,gradient_norm,learning_rate
0,3.218894431502884,2.5618254753544187,0.75
1,0.21236139637086374,0.6404582465817104,0.75
2,0.024451956042937237,0.16011503108264136,0.75
3,0.012707545669966867,0.040028875130321044,0.75
4,0.01197351562459638,0.010007248122584828,0.75
5,0.011927638471941393,0.0025018193656703627,0.75
6,0.011924771132722856,0.0006254566751780929,0.75
7,0.011924591922946811,0.00015636462723595107,0.75
8,0.011924580722267335,3.9091271419044414e-05,0.75
9,0.011924580022219309,9.7728465075903e-06,0.75
10,0.011924579978464666,2.4432187918109026e-06,0.75
11,0.011924579975728619,6.108064874803327e-07,0.75
